# PIT top-100 liquidity universe (v6 monthly_pit_universe).
# One row per (symbol, month): from_date <= as_of < to_date; empty to_date = current.
# Regenerate monthly: python scripts/build_daily_universe.py
symbol,name,sector,from_date,to_date
SHRIRAMFIN,SHRIRAMFIN,UNKNOWN,2024-07-01,2024-08-01
SJVN,SJVN,UNKNOWN,2024-07-01,2024-08-01
IRCTC,IRCTC,UNKNOWN,2024-07-01,2024-08-01
IRCON,IRCON,UNKNOWN,2024-07-01,2024-08-01
GMRINFRA,GMRINFRA,UNKNOWN,2024-07-01,2024-08-01
MAZDOCK,MAZDOCK,UNKNOWN,2024-07-01,2024-08-01
IDFCFIRSTB,IDFCFIRSTB,UNKNOWN,2024-07-01,2024-08-01
TRENT,TRENT,UNKNOWN,2024-07-01,2024-08-01
UNIONBANK,UNIONBANK,UNKNOWN,2024-07-01,2024-08-01
APOLLOHOSP,APOLLOHOSP,UNKNOWN,2024-07-01,2024-08-01
OIL,OIL,UNKNOWN,2024-07-01,2024-08-01
EICHERMOT,EICHERMOT,UNKNOWN,2024-07-01,2024-08-01
VBL,VBL,UNKNOWN,2024-07-01,2024-08-01
TECHM,TECHM,UNKNOWN,2024-07-01,2024-08-01
HDFCLIFE,HDFCLIFE,UNKNOWN,2024-07-01,2024-08-01
ASHOKLEY,ASHOKLEY,UNKNOWN,2024-07-01,2024-08-01
DIXON,DIXON,UNKNOWN,2024-07-01,2024-08-01
DRREDDY,DRREDDY,UNKNOWN,2024-07-01,2024-08-01
POLYCAB,POLYCAB,UNKNOWN,2024-07-01,2024-08-01
NBCC,NBCC,UNKNOWN,2024-07-01,2024-08-01
CIPLA,CIPLA,UNKNOWN,2024-07-01,2024-08-01
BANDHANBNK,BANDHANBNK,UNKNOWN,2024-07-01,2024-08-01
COFORGE,COFORGE,UNKNOWN,2024-07-01,2024-08-01
ABB,ABB,UNKNOWN,2024-07-01,2024-08-01
HFCL,HFCL,UNKNOWN,2024-07-01,2024-08-01
MOTHERSON,MOTHERSON,UNKNOWN,2024-07-01,2024-08-01
LTIM,LTIM,UNKNOWN,2024-07-01,2024-08-01
ATGL,ATGL,UNKNOWN,2024-07-01,2024-08-01
RAILTEL,RAILTEL,UNKNOWN,2024-07-01,2024-08-01
JSWENERGY,JSWENERGY,UNKNOWN,2024-07-01,2024-08-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2024-07-01,2024-08-01
BANKINDIA,BANKINDIA,UNKNOWN,2024-07-01,2024-08-01
NESTLEIND,NESTLEIND,UNKNOWN,2024-07-01,2024-08-01
HDFCBANK,HDFCBANK,UNKNOWN,2024-08-01,2024-09-01
ICICIBANK,ICICIBANK,UNKNOWN,2024-08-01,2024-09-01
RELIANCE,RELIANCE,UNKNOWN,2024-08-01,2024-09-01
SBIN,SBIN,UNKNOWN,2024-08-01,2024-09-01
INFY,INFY,UNKNOWN,2024-08-01,2024-09-01
AXISBANK,AXISBANK,UNKNOWN,2024-08-01,2024-09-01
TATAMOTORS,TATAMOTORS,UNKNOWN,2024-08-01,2024-09-01
KOTAKBANK,KOTAKBANK,UNKNOWN,2024-08-01,2024-09-01
IDEA,IDEA,UNKNOWN,2024-08-01,2024-09-01
LT,LT,UNKNOWN,2024-08-01,2024-09-01
HAL,HAL,UNKNOWN,2024-08-01,2024-09-01
TCS,TCS,UNKNOWN,2024-08-01,2024-09-01
JIOFIN,JIOFIN,UNKNOWN,2024-08-01,2024-09-01
NHPC,NHPC,UNKNOWN,2024-08-01,2024-09-01
IRFC,IRFC,UNKNOWN,2024-08-01,2024-09-01
BEL,BEL,UNKNOWN,2024-08-01,2024-09-01
ZOMATO,ZOMATO,UNKNOWN,2024-08-01,2024-09-01
BHARTIARTL,BHARTIARTL,UNKNOWN,2024-08-01,2024-09-01
BAJFINANCE,BAJFINANCE,UNKNOWN,2024-08-01,2024-09-01
TATASTEEL,TATASTEEL,UNKNOWN,2024-08-01,2024-09-01
RECLTD,RECLTD,UNKNOWN,2024-08-01,2024-09-01
BHEL,BHEL,UNKNOWN,2024-08-01,2024-09-01
M&M,M&M,UNKNOWN,2024-08-01,2024-09-01
ITC,ITC,UNKNOWN,2024-08-01,2024-09-01
PFC,PFC,UNKNOWN,2024-08-01,2024-09-01
MARUTI,MARUTI,UNKNOWN,2024-08-01,2024-09-01
RVNL,RVNL,UNKNOWN,2024-08-01,2024-09-01
PNB,PNB,UNKNOWN,2024-08-01,2024-09-01
NTPC,NTPC,UNKNOWN,2024-08-01,2024-09-01
TATAPOWER,TATAPOWER,UNKNOWN,2024-08-01,2024-09-01
POWERGRID,POWERGRID,UNKNOWN,2024-08-01,2024-09-01
YESBANK,YESBANK,UNKNOWN,2024-08-01,2024-09-01
VEDL,VEDL,UNKNOWN,2024-08-01,2024-09-01
BPCL,BPCL,UNKNOWN,2024-08-01,2024-09-01
INDUSTOWER,INDUSTOWER,UNKNOWN,2024-08-01,2024-09-01
ONGC,ONGC,UNKNOWN,2024-08-01,2024-09-01
INDUSINDBK,INDUSINDBK,UNKNOWN,2024-08-01,2024-09-01
COALINDIA,COALINDIA,UNKNOWN,2024-08-01,2024-09-01
SAIL,SAIL,UNKNOWN,2024-08-01,2024-09-01
MAZDOCK,MAZDOCK,UNKNOWN,2024-08-01,2024-09-01
ADANIENT,ADANIENT,UNKNOWN,2024-08-01,2024-09-01
HCLTECH,HCLTECH,UNKNOWN,2024-08-01,2024-09-01
COCHINSHIP,COCHINSHIP,UNKNOWN,2024-08-01,2024-09-01
IREDA,IREDA,UNKNOWN,2024-08-01,2024-09-01
IOC,IOC,UNKNOWN,2024-08-01,2024-09-01
ADANIPORTS,ADANIPORTS,UNKNOWN,2024-08-01,2024-09-01
HINDUNILVR,HINDUNILVR,UNKNOWN,2024-08-01,2024-09-01
CANBK,CANBK,UNKNOWN,2024-08-01,2024-09-01
BANKBARODA,BANKBARODA,UNKNOWN,2024-08-01,2024-09-01
HINDALCO,HINDALCO,UNKNOWN,2024-08-01,2024-09-01
HUDCO,HUDCO,UNKNOWN,2024-08-01,2024-09-01
GAIL,GAIL,UNKNOWN,2024-08-01,2024-09-01
TITAN,TITAN,UNKNOWN,2024-08-01,2024-09-01
ULTRACEMCO,ULTRACEMCO,UNKNOWN,2024-08-01,2024-09-01
HINDPETRO,HINDPETRO,UNKNOWN,2024-08-01,2024-09-01
LIQUIDBEES,LIQUIDBEES,UNKNOWN,2024-08-01,2024-09-01
INDIGO,INDIGO,UNKNOWN,2024-08-01,2024-09-01
NMDC,NMDC,UNKNOWN,2024-08-01,2024-09-01
SUNPHARMA,SUNPHARMA,UNKNOWN,2024-08-01,2024-09-01
ASIANPAINT,ASIANPAINT,UNKNOWN,2024-08-01,2024-09-01
BAJAJ-AUTO,BAJAJ-AUTO,UNKNOWN,2024-08-01,2024-09-01
LICI,LICI,UNKNOWN,2024-08-01,2024-09-01
DLF,DLF,UNKNOWN,2024-08-01,2024-09-01
NATIONALUM,NATIONALUM,UNKNOWN,2024-08-01,2024-09-01
WIPRO,WIPRO,UNKNOWN,2024-08-01,2024-09-01
HEROMOTOCO,HEROMOTOCO,UNKNOWN,2024-08-01,2024-09-01
SHRIRAMFIN,SHRIRAMFIN,UNKNOWN,2024-08-01,2024-09-01
HINDCOPPER,HINDCOPPER,UNKNOWN,2024-08-01,2024-09-01
SJVN,SJVN,UNKNOWN,2024-08-01,2024-09-01
OIL,OIL,UNKNOWN,2024-08-01,2024-09-01
TRENT,TRENT,UNKNOWN,2024-08-01,2024-09-01
HDFCLIFE,HDFCLIFE,UNKNOWN,2024-08-01,2024-09-01
IRCON,IRCON,UNKNOWN,2024-08-01,2024-09-01
DIXON,DIXON,UNKNOWN,2024-08-01,2024-09-01
EICHERMOT,EICHERMOT,UNKNOWN,2024-08-01,2024-09-01
ASHOKLEY,ASHOKLEY,UNKNOWN,2024-08-01,2024-09-01
APOLLOHOSP,APOLLOHOSP,UNKNOWN,2024-08-01,2024-09-01
IDFCFIRSTB,IDFCFIRSTB,UNKNOWN,2024-08-01,2024-09-01
VBL,VBL,UNKNOWN,2024-08-01,2024-09-01
IRCTC,IRCTC,UNKNOWN,2024-08-01,2024-09-01
TECHM,TECHM,UNKNOWN,2024-08-01,2024-09-01
UNIONBANK,UNIONBANK,UNKNOWN,2024-08-01,2024-09-01
NBCC,NBCC,UNKNOWN,2024-08-01,2024-09-01
POLYCAB,POLYCAB,UNKNOWN,2024-08-01,2024-09-01
BDL,BDL,UNKNOWN,2024-08-01,2024-09-01
ZEEL,ZEEL,UNKNOWN,2024-08-01,2024-09-01
COFORGE,COFORGE,UNKNOWN,2024-08-01,2024-09-01
ABB,ABB,UNKNOWN,2024-08-01,2024-09-01
DRREDDY,DRREDDY,UNKNOWN,2024-08-01,2024-09-01
HFCL,HFCL,UNKNOWN,2024-08-01,2024-09-01
GMRINFRA,GMRINFRA,UNKNOWN,2024-08-01,2024-09-01
MOTHERSON,MOTHERSON,UNKNOWN,2024-08-01,2024-09-01
CIPLA,CIPLA,UNKNOWN,2024-08-01,2024-09-01
CDSL,CDSL,UNKNOWN,2024-08-01,2024-09-01
BANDHANBNK,BANDHANBNK,UNKNOWN,2024-08-01,2024-09-01
SIEMENS,SIEMENS,UNKNOWN,2024-08-01,2024-09-01
RAILTEL,RAILTEL,UNKNOWN,2024-08-01,2024-09-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2024-08-01,2024-09-01
JSWENERGY,JSWENERGY,UNKNOWN,2024-08-01,2024-09-01
MCX,MCX,UNKNOWN,2024-08-01,2024-09-01
HDFCBANK,HDFCBANK,UNKNOWN,2024-09-01,2024-10-01
ICICIBANK,ICICIBANK,UNKNOWN,2024-09-01,2024-10-01
RELIANCE,RELIANCE,UNKNOWN,2024-09-01,2024-10-01
SBIN,SBIN,UNKNOWN,2024-09-01,2024-10-01
INFY,INFY,UNKNOWN,2024-09-01,2024-10-01
TATAMOTORS,TATAMOTORS,UNKNOWN,2024-09-01,2024-10-01
AXISBANK,AXISBANK,UNKNOWN,2024-09-01,2024-10-01
HAL,HAL,UNKNOWN,2024-09-01,2024-10-01
KOTAKBANK,KOTAKBANK,UNKNOWN,2024-09-01,2024-10-01
IDEA,IDEA,UNKNOWN,2024-09-01,2024-10-01
LT,LT,UNKNOWN,2024-09-01,2024-10-01
TCS,TCS,UNKNOWN,2024-09-01,2024-10-01
BHARTIARTL,BHARTIARTL,UNKNOWN,2024-09-01,2024-10-01
BEL,BEL,UNKNOWN,2024-09-01,2024-10-01
ZOMATO,ZOMATO,UNKNOWN,2024-09-01,2024-10-01
MAZDOCK,MAZDOCK,UNKNOWN,2024-09-01,2024-10-01
TATASTEEL,TATASTEEL,UNKNOWN,2024-09-01,2024-10-01
RVNL,RVNL,UNKNOWN,2024-09-01,2024-10-01
RECLTD,RECLTD,UNKNOWN,2024-09-01,2024-10-01
IRFC,IRFC,UNKNOWN,2024-09-01,2024-10-01
BAJFINANCE,BAJFINANCE,UNKNOWN,2024-09-01,2024-10-01
M&M,M&M,UNKNOWN,2024-09-01,2024-10-01
JIOFIN,JIOFIN,UNKNOWN,2024-09-01,2024-10-01
NHPC,NHPC,UNKNOWN,2024-09-01,2024-10-01
PFC,PFC,UNKNOWN,2024-09-01,2024-10-01
BHEL,BHEL,UNKNOWN,2024-09-01,2024-10-01
MARUTI,MARUTI,UNKNOWN,2024-09-01,2024-10-01
ITC,ITC,UNKNOWN,2024-09-01,2024-10-01
TATAPOWER,TATAPOWER,UNKNOWN,2024-09-01,2024-10-01
COCHINSHIP,COCHINSHIP,UNKNOWN,2024-09-01,2024-10-01
VEDL,VEDL,UNKNOWN,2024-09-01,2024-10-01
NTPC,NTPC,UNKNOWN,2024-09-01,2024-10-01
INDUSINDBK,INDUSINDBK,UNKNOWN,2024-09-01,2024-10-01
ONGC,ONGC,UNKNOWN,2024-09-01,2024-10-01
INDUSTOWER,INDUSTOWER,UNKNOWN,2024-09-01,2024-10-01
BPCL,BPCL,UNKNOWN,2024-09-01,2024-10-01
HINDUNILVR,HINDUNILVR,UNKNOWN,2024-09-01,2024-10-01
ADANIENT,ADANIENT,UNKNOWN,2024-09-01,2024-10-01
HCLTECH,HCLTECH,UNKNOWN,2024-09-01,2024-10-01
SAIL,SAIL,UNKNOWN,2024-09-01,2024-10-01
ADANIPORTS,ADANIPORTS,UNKNOWN,2024-09-01,2024-10-01
COALINDIA,COALINDIA,UNKNOWN,2024-09-01,2024-10-01
POWERGRID,POWERGRID,UNKNOWN,2024-09-01,2024-10-01
IREDA,IREDA,UNKNOWN,2024-09-01,2024-10-01
YESBANK,YESBANK,UNKNOWN,2024-09-01,2024-10-01
HINDALCO,HINDALCO,UNKNOWN,2024-09-01,2024-10-01
PNB,PNB,UNKNOWN,2024-09-01,2024-10-01
TITAN,TITAN,UNKNOWN,2024-09-01,2024-10-01
BANKBARODA,BANKBARODA,UNKNOWN,2024-09-01,2024-10-01
HUDCO,HUDCO,UNKNOWN,2024-09-01,2024-10-01
GAIL,GAIL,UNKNOWN,2024-09-01,2024-10-01
INDIGO,INDIGO,UNKNOWN,2024-09-01,2024-10-01
IOC,IOC,UNKNOWN,2024-09-01,2024-10-01
CANBK,CANBK,UNKNOWN,2024-09-01,2024-10-01
ULTRACEMCO,ULTRACEMCO,UNKNOWN,2024-09-01,2024-10-01
DIXON,DIXON,UNKNOWN,2024-09-01,2024-10-01
LIQUIDBEES,LIQUIDBEES,UNKNOWN,2024-09-01,2024-10-01
HINDPETRO,HINDPETRO,UNKNOWN,2024-09-01,2024-10-01
SUNPHARMA,SUNPHARMA,UNKNOWN,2024-09-01,2024-10-01
SHRIRAMFIN,SHRIRAMFIN,UNKNOWN,2024-09-01,2024-10-01
ASIANPAINT,ASIANPAINT,UNKNOWN,2024-09-01,2024-10-01
TRENT,TRENT,UNKNOWN,2024-09-01,2024-10-01
ADANIPOWER,ADANIPOWER,UNKNOWN,2024-09-01,2024-10-01
BAJAJ-AUTO,BAJAJ-AUTO,UNKNOWN,2024-09-01,2024-10-01
DLF,DLF,UNKNOWN,2024-09-01,2024-10-01
HEROMOTOCO,HEROMOTOCO,UNKNOWN,2024-09-01,2024-10-01
HINDCOPPER,HINDCOPPER,UNKNOWN,2024-09-01,2024-10-01
NATIONALUM,NATIONALUM,UNKNOWN,2024-09-01,2024-10-01
OIL,OIL,UNKNOWN,2024-09-01,2024-10-01
HDFCLIFE,HDFCLIFE,UNKNOWN,2024-09-01,2024-10-01
WIPRO,WIPRO,UNKNOWN,2024-09-01,2024-10-01
LICI,LICI,UNKNOWN,2024-09-01,2024-10-01
EICHERMOT,EICHERMOT,UNKNOWN,2024-09-01,2024-10-01
NMDC,NMDC,UNKNOWN,2024-09-01,2024-10-01
NBCC,NBCC,UNKNOWN,2024-09-01,2024-10-01
VBL,VBL,UNKNOWN,2024-09-01,2024-10-01
CDSL,CDSL,UNKNOWN,2024-09-01,2024-10-01
MOTHERSON,MOTHERSON,UNKNOWN,2024-09-01,2024-10-01
HFCL,HFCL,UNKNOWN,2024-09-01,2024-10-01
ASHOKLEY,ASHOKLEY,UNKNOWN,2024-09-01,2024-10-01
TECHM,TECHM,UNKNOWN,2024-09-01,2024-10-01
APOLLOHOSP,APOLLOHOSP,UNKNOWN,2024-09-01,2024-10-01
ABB,ABB,UNKNOWN,2024-09-01,2024-10-01
IDFCFIRSTB,IDFCFIRSTB,UNKNOWN,2024-09-01,2024-10-01
SJVN,SJVN,UNKNOWN,2024-09-01,2024-10-01
DRREDDY,DRREDDY,UNKNOWN,2024-09-01,2024-10-01
COFORGE,COFORGE,UNKNOWN,2024-09-01,2024-10-01
OFSS,OFSS,UNKNOWN,2024-09-01,2024-10-01
POLYCAB,POLYCAB,UNKNOWN,2024-09-01,2024-10-01
CIPLA,CIPLA,UNKNOWN,2024-09-01,2024-10-01
SIEMENS,SIEMENS,UNKNOWN,2024-09-01,2024-10-01
IRCTC,IRCTC,UNKNOWN,2024-09-01,2024-10-01
IRCON,IRCON,UNKNOWN,2024-09-01,2024-10-01
GRSE,GRSE,UNKNOWN,2024-09-01,2024-10-01
BDL,BDL,UNKNOWN,2024-09-01,2024-10-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2024-09-01,2024-10-01
BANDHANBNK,BANDHANBNK,UNKNOWN,2024-09-01,2024-10-01
GMRINFRA,GMRINFRA,UNKNOWN,2024-09-01,2024-10-01
UNIONBANK,UNIONBANK,UNKNOWN,2024-09-01,2024-10-01
ZEEL,ZEEL,UNKNOWN,2024-09-01,2024-10-01
HDFCBANK,HDFCBANK,UNKNOWN,2024-10-01,2024-11-01
ICICIBANK,ICICIBANK,UNKNOWN,2024-10-01,2024-11-01
RELIANCE,RELIANCE,UNKNOWN,2024-10-01,2024-11-01
SBIN,SBIN,UNKNOWN,2024-10-01,2024-11-01
INFY,INFY,UNKNOWN,2024-10-01,2024-11-01
TATAMOTORS,TATAMOTORS,UNKNOWN,2024-10-01,2024-11-01
HAL,HAL,UNKNOWN,2024-10-01,2024-11-01
AXISBANK,AXISBANK,UNKNOWN,2024-10-01,2024-11-01
IDEA,IDEA,UNKNOWN,2024-10-01,2024-11-01
ZOMATO,ZOMATO,UNKNOWN,2024-10-01,2024-11-01
LT,LT,UNKNOWN,2024-10-01,2024-11-01
KOTAKBANK,KOTAKBANK,UNKNOWN,2024-10-01,2024-11-01
BHARTIARTL,BHARTIARTL,UNKNOWN,2024-10-01,2024-11-01
TCS,TCS,UNKNOWN,2024-10-01,2024-11-01
MAZDOCK,MAZDOCK,UNKNOWN,2024-10-01,2024-11-01
BEL,BEL,UNKNOWN,2024-10-01,2024-11-01
RVNL,RVNL,UNKNOWN,2024-10-01,2024-11-01
BAJFINANCE,BAJFINANCE,UNKNOWN,2024-10-01,2024-11-01
TATASTEEL,TATASTEEL,UNKNOWN,2024-10-01,2024-11-01
M&M,M&M,UNKNOWN,2024-10-01,2024-11-01
RECLTD,RECLTD,UNKNOWN,2024-10-01,2024-11-01
IRFC,IRFC,UNKNOWN,2024-10-01,2024-11-01
JIOFIN,JIOFIN,UNKNOWN,2024-10-01,2024-11-01
VEDL,VEDL,UNKNOWN,2024-10-01,2024-11-01
PFC,PFC,UNKNOWN,2024-10-01,2024-11-01
MARUTI,MARUTI,UNKNOWN,2024-10-01,2024-11-01
COCHINSHIP,COCHINSHIP,UNKNOWN,2024-10-01,2024-11-01
ITC,ITC,UNKNOWN,2024-10-01,2024-11-01
NTPC,NTPC,UNKNOWN,2024-10-01,2024-11-01
TATAPOWER,TATAPOWER,UNKNOWN,2024-10-01,2024-11-01
BHEL,BHEL,UNKNOWN,2024-10-01,2024-11-01
ONGC,ONGC,UNKNOWN,2024-10-01,2024-11-01
INDUSINDBK,INDUSINDBK,UNKNOWN,2024-10-01,2024-11-01
INDUSTOWER,INDUSTOWER,UNKNOWN,2024-10-01,2024-11-01
DIXON,DIXON,UNKNOWN,2024-10-01,2024-11-01
BPCL,BPCL,UNKNOWN,2024-10-01,2024-11-01
HCLTECH,HCLTECH,UNKNOWN,2024-10-01,2024-11-01
NHPC,NHPC,UNKNOWN,2024-10-01,2024-11-01
HINDUNILVR,HINDUNILVR,UNKNOWN,2024-10-01,2024-11-01
COALINDIA,COALINDIA,UNKNOWN,2024-10-01,2024-11-01
ADANIENT,ADANIENT,UNKNOWN,2024-10-01,2024-11-01
HINDALCO,HINDALCO,UNKNOWN,2024-10-01,2024-11-01
POWERGRID,POWERGRID,UNKNOWN,2024-10-01,2024-11-01
IREDA,IREDA,UNKNOWN,2024-10-01,2024-11-01
SAIL,SAIL,UNKNOWN,2024-10-01,2024-11-01
INDIGO,INDIGO,UNKNOWN,2024-10-01,2024-11-01
TITAN,TITAN,UNKNOWN,2024-10-01,2024-11-01
BANKBARODA,BANKBARODA,UNKNOWN,2024-10-01,2024-11-01
ADANIPORTS,ADANIPORTS,UNKNOWN,2024-10-01,2024-11-01
GAIL,GAIL,UNKNOWN,2024-10-01,2024-11-01
PNB,PNB,UNKNOWN,2024-10-01,2024-11-01
HFCL,HFCL,UNKNOWN,2024-10-01,2024-11-01
HUDCO,HUDCO,UNKNOWN,2024-10-01,2024-11-01
LIQUIDBEES,LIQUIDBEES,UNKNOWN,2024-10-01,2024-11-01
YESBANK,YESBANK,UNKNOWN,2024-10-01,2024-11-01
ULTRACEMCO,ULTRACEMCO,UNKNOWN,2024-10-01,2024-11-01
HINDPETRO,HINDPETRO,UNKNOWN,2024-10-01,2024-11-01
TRENT,TRENT,UNKNOWN,2024-10-01,2024-11-01
ASIANPAINT,ASIANPAINT,UNKNOWN,2024-10-01,2024-11-01
SHRIRAMFIN,SHRIRAMFIN,UNKNOWN,2024-10-01,2024-11-01
OIL,OIL,UNKNOWN,2024-10-01,2024-11-01
IOC,IOC,UNKNOWN,2024-10-01,2024-11-01
HEROMOTOCO,HEROMOTOCO,UNKNOWN,2024-10-01,2024-11-01
CANBK,CANBK,UNKNOWN,2024-10-01,2024-11-01
BAJAJ-AUTO,BAJAJ-AUTO,UNKNOWN,2024-10-01,2024-11-01
WIPRO,WIPRO,UNKNOWN,2024-10-01,2024-11-01
SUNPHARMA,SUNPHARMA,UNKNOWN,2024-10-01,2024-11-01
DLF,DLF,UNKNOWN,2024-10-01,2024-11-01
CDSL,CDSL,UNKNOWN,2024-10-01,2024-11-01
MOTHERSON,MOTHERSON,UNKNOWN,2024-10-01,2024-11-01
NATIONALUM,NATIONALUM,UNKNOWN,2024-10-01,2024-11-01
HDFCLIFE,HDFCLIFE,UNKNOWN,2024-10-01,2024-11-01
HINDCOPPER,HINDCOPPER,UNKNOWN,2024-10-01,2024-11-01
NBCC,NBCC,UNKNOWN,2024-10-01,2024-11-01
ADANIPOWER,ADANIPOWER,UNKNOWN,2024-10-01,2024-11-01
VBL,VBL,UNKNOWN,2024-10-01,2024-11-01
EICHERMOT,EICHERMOT,UNKNOWN,2024-10-01,2024-11-01
TECHM,TECHM,UNKNOWN,2024-10-01,2024-11-01
GRSE,GRSE,UNKNOWN,2024-10-01,2024-11-01
ASHOKLEY,ASHOKLEY,UNKNOWN,2024-10-01,2024-11-01
DRREDDY,DRREDDY,UNKNOWN,2024-10-01,2024-11-01
NMDC,NMDC,UNKNOWN,2024-10-01,2024-11-01
IDFCFIRSTB,IDFCFIRSTB,UNKNOWN,2024-10-01,2024-11-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2024-10-01,2024-11-01
OFSS,OFSS,UNKNOWN,2024-10-01,2024-11-01
LICI,LICI,UNKNOWN,2024-10-01,2024-11-01
APOLLOHOSP,APOLLOHOSP,UNKNOWN,2024-10-01,2024-11-01
COFORGE,COFORGE,UNKNOWN,2024-10-01,2024-11-01
POLYCAB,POLYCAB,UNKNOWN,2024-10-01,2024-11-01
SIEMENS,SIEMENS,UNKNOWN,2024-10-01,2024-11-01
VOLTAS,VOLTAS,UNKNOWN,2024-10-01,2024-11-01
ABB,ABB,UNKNOWN,2024-10-01,2024-11-01
DIVISLAB,DIVISLAB,UNKNOWN,2024-10-01,2024-11-01
BANDHANBNK,BANDHANBNK,UNKNOWN,2024-10-01,2024-11-01
GMRINFRA,GMRINFRA,UNKNOWN,2024-10-01,2024-11-01
SJVN,SJVN,UNKNOWN,2024-10-01,2024-11-01
BSE,BSE,UNKNOWN,2024-10-01,2024-11-01
CIPLA,CIPLA,UNKNOWN,2024-10-01,2024-11-01
IEX,IEX,UNKNOWN,2024-10-01,2024-11-01
MCX,MCX,UNKNOWN,2024-10-01,2024-11-01
HDFCBANK,HDFCBANK,UNKNOWN,2024-11-01,2024-12-01
RELIANCE,RELIANCE,UNKNOWN,2024-11-01,2024-12-01
ICICIBANK,ICICIBANK,UNKNOWN,2024-11-01,2024-12-01
SBIN,SBIN,UNKNOWN,2024-11-01,2024-12-01
TATAMOTORS,TATAMOTORS,UNKNOWN,2024-11-01,2024-12-01
INFY,INFY,UNKNOWN,2024-11-01,2024-12-01
AXISBANK,AXISBANK,UNKNOWN,2024-11-01,2024-12-01
ZOMATO,ZOMATO,UNKNOWN,2024-11-01,2024-12-01
MAZDOCK,MAZDOCK,UNKNOWN,2024-11-01,2024-12-01
HAL,HAL,UNKNOWN,2024-11-01,2024-12-01
KOTAKBANK,KOTAKBANK,UNKNOWN,2024-11-01,2024-12-01
BHARTIARTL,BHARTIARTL,UNKNOWN,2024-11-01,2024-12-01
LT,LT,UNKNOWN,2024-11-01,2024-12-01
TCS,TCS,UNKNOWN,2024-11-01,2024-12-01
IDEA,IDEA,UNKNOWN,2024-11-01,2024-12-01
BEL,BEL,UNKNOWN,2024-11-01,2024-12-01
M&M,M&M,UNKNOWN,2024-11-01,2024-12-01
RECLTD,RECLTD,UNKNOWN,2024-11-01,2024-12-01
RVNL,RVNL,UNKNOWN,2024-11-01,2024-12-01
BAJFINANCE,BAJFINANCE,UNKNOWN,2024-11-01,2024-12-01
TATASTEEL,TATASTEEL,UNKNOWN,2024-11-01,2024-12-01
PFC,PFC,UNKNOWN,2024-11-01,2024-12-01
MARUTI,MARUTI,UNKNOWN,2024-11-01,2024-12-01
VEDL,VEDL,UNKNOWN,2024-11-01,2024-12-01
NTPC,NTPC,UNKNOWN,2024-11-01,2024-12-01
ITC,ITC,UNKNOWN,2024-11-01,2024-12-01
JIOFIN,JIOFIN,UNKNOWN,2024-11-01,2024-12-01
DIXON,DIXON,UNKNOWN,2024-11-01,2024-12-01
BHEL,BHEL,UNKNOWN,2024-11-01,2024-12-01
TATAPOWER,TATAPOWER,UNKNOWN,2024-11-01,2024-12-01
IRFC,IRFC,UNKNOWN,2024-11-01,2024-12-01
INDUSINDBK,INDUSINDBK,UNKNOWN,2024-11-01,2024-12-01
ONGC,ONGC,UNKNOWN,2024-11-01,2024-12-01
HCLTECH,HCLTECH,UNKNOWN,2024-11-01,2024-12-01
INDIGO,INDIGO,UNKNOWN,2024-11-01,2024-12-01
BPCL,BPCL,UNKNOWN,2024-11-01,2024-12-01
HINDUNILVR,HINDUNILVR,UNKNOWN,2024-11-01,2024-12-01
ADANIENT,ADANIENT,UNKNOWN,2024-11-01,2024-12-01
POWERGRID,POWERGRID,UNKNOWN,2024-11-01,2024-12-01
COALINDIA,COALINDIA,UNKNOWN,2024-11-01,2024-12-01
HINDALCO,HINDALCO,UNKNOWN,2024-11-01,2024-12-01
TITAN,TITAN,UNKNOWN,2024-11-01,2024-12-01
TRENT,TRENT,UNKNOWN,2024-11-01,2024-12-01
SHRIRAMFIN,SHRIRAMFIN,UNKNOWN,2024-11-01,2024-12-01
BANKBARODA,BANKBARODA,UNKNOWN,2024-11-01,2024-12-01
HFCL,HFCL,UNKNOWN,2024-11-01,2024-12-01
INDUSTOWER,INDUSTOWER,UNKNOWN,2024-11-01,2024-12-01
ULTRACEMCO,ULTRACEMCO,UNKNOWN,2024-11-01,2024-12-01
NHPC,NHPC,UNKNOWN,2024-11-01,2024-12-01
BAJAJ-AUTO,BAJAJ-AUTO,UNKNOWN,2024-11-01,2024-12-01
PNB,PNB,UNKNOWN,2024-11-01,2024-12-01
HINDPETRO,HINDPETRO,UNKNOWN,2024-11-01,2024-12-01
SAIL,SAIL,UNKNOWN,2024-11-01,2024-12-01
GAIL,GAIL,UNKNOWN,2024-11-01,2024-12-01
IREDA,IREDA,UNKNOWN,2024-11-01,2024-12-01
LIQUIDBEES,LIQUIDBEES,UNKNOWN,2024-11-01,2024-12-01
HEROMOTOCO,HEROMOTOCO,UNKNOWN,2024-11-01,2024-12-01
ADANIPORTS,ADANIPORTS,UNKNOWN,2024-11-01,2024-12-01
PAYTM,PAYTM,UNKNOWN,2024-11-01,2024-12-01
ASIANPAINT,ASIANPAINT,UNKNOWN,2024-11-01,2024-12-01
CDSL,CDSL,UNKNOWN,2024-11-01,2024-12-01
