# PIT top-100 liquidity universe (v6 monthly_pit_universe).
# One row per (symbol, month): from_date <= as_of < to_date; empty to_date = current.
# Regenerate monthly: python scripts/build_daily_universe.py
symbol,name,sector,from_date,to_date
CHOLAFIN,CHOLAFIN,UNKNOWN,2024-03-01,2024-04-01
APOLLOHOSP,APOLLOHOSP,UNKNOWN,2024-03-01,2024-04-01
VEDL,VEDL,UNKNOWN,2024-03-01,2024-04-01
DRREDDY,DRREDDY,UNKNOWN,2024-03-01,2024-04-01
COFORGE,COFORGE,UNKNOWN,2024-03-01,2024-04-01
NBCC,NBCC,UNKNOWN,2024-03-01,2024-04-01
AUROPHARMA,AUROPHARMA,UNKNOWN,2024-03-01,2024-04-01
GMDCLTD,GMDCLTD,UNKNOWN,2024-03-01,2024-04-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2024-03-01,2024-04-01
HUDCO,HUDCO,UNKNOWN,2024-03-01,2024-04-01
DIXON,DIXON,UNKNOWN,2024-03-01,2024-04-01
ASHOKLEY,ASHOKLEY,UNKNOWN,2024-03-01,2024-04-01
NHPC,NHPC,UNKNOWN,2024-03-01,2024-04-01
EICHERMOT,EICHERMOT,UNKNOWN,2024-03-01,2024-04-01
CIPLA,CIPLA,UNKNOWN,2024-03-01,2024-04-01
FEDERALBNK,FEDERALBNK,UNKNOWN,2024-03-01,2024-04-01
RAILTEL,RAILTEL,UNKNOWN,2024-03-01,2024-04-01
INDIGO,INDIGO,UNKNOWN,2024-03-01,2024-04-01
VBL,VBL,UNKNOWN,2024-03-01,2024-04-01
ADANIGREEN,ADANIGREEN,UNKNOWN,2024-03-01,2024-04-01
HDFCLIFE,HDFCLIFE,UNKNOWN,2024-03-01,2024-04-01
MAHABANK,MAHABANK,UNKNOWN,2024-03-01,2024-04-01
LTIM,LTIM,UNKNOWN,2024-03-01,2024-04-01
LICI,LICI,UNKNOWN,2024-03-01,2024-04-01
HDFCBANK,HDFCBANK,UNKNOWN,2024-04-01,2024-05-01
RELIANCE,RELIANCE,UNKNOWN,2024-04-01,2024-05-01
ICICIBANK,ICICIBANK,UNKNOWN,2024-04-01,2024-05-01
SBIN,SBIN,UNKNOWN,2024-04-01,2024-05-01
AXISBANK,AXISBANK,UNKNOWN,2024-04-01,2024-05-01
INFY,INFY,UNKNOWN,2024-04-01,2024-05-01
BAJFINANCE,BAJFINANCE,UNKNOWN,2024-04-01,2024-05-01
TATAMOTORS,TATAMOTORS,UNKNOWN,2024-04-01,2024-05-01
ZOMATO,ZOMATO,UNKNOWN,2024-04-01,2024-05-01
TCS,TCS,UNKNOWN,2024-04-01,2024-05-01
KOTAKBANK,KOTAKBANK,UNKNOWN,2024-04-01,2024-05-01
LT,LT,UNKNOWN,2024-04-01,2024-05-01
IRFC,IRFC,UNKNOWN,2024-04-01,2024-05-01
YESBANK,YESBANK,UNKNOWN,2024-04-01,2024-05-01
MARUTI,MARUTI,UNKNOWN,2024-04-01,2024-05-01
PNB,PNB,UNKNOWN,2024-04-01,2024-05-01
BHARTIARTL,BHARTIARTL,UNKNOWN,2024-04-01,2024-05-01
ADANIENT,ADANIENT,UNKNOWN,2024-04-01,2024-05-01
BHEL,BHEL,UNKNOWN,2024-04-01,2024-05-01
ITC,ITC,UNKNOWN,2024-04-01,2024-05-01
JIOFIN,JIOFIN,UNKNOWN,2024-04-01,2024-05-01
PFC,PFC,UNKNOWN,2024-04-01,2024-05-01
RECLTD,RECLTD,UNKNOWN,2024-04-01,2024-05-01
TATAPOWER,TATAPOWER,UNKNOWN,2024-04-01,2024-05-01
TATASTEEL,TATASTEEL,UNKNOWN,2024-04-01,2024-05-01
COALINDIA,COALINDIA,UNKNOWN,2024-04-01,2024-05-01
INDUSINDBK,INDUSINDBK,UNKNOWN,2024-04-01,2024-05-01
NTPC,NTPC,UNKNOWN,2024-04-01,2024-05-01
POWERGRID,POWERGRID,UNKNOWN,2024-04-01,2024-05-01
M&M,M&M,UNKNOWN,2024-04-01,2024-05-01
HAL,HAL,UNKNOWN,2024-04-01,2024-05-01
ADANIPORTS,ADANIPORTS,UNKNOWN,2024-04-01,2024-05-01
BPCL,BPCL,UNKNOWN,2024-04-01,2024-05-01
HINDUNILVR,HINDUNILVR,UNKNOWN,2024-04-01,2024-05-01
IDEA,IDEA,UNKNOWN,2024-04-01,2024-05-01
IOC,IOC,UNKNOWN,2024-04-01,2024-05-01
BANKBARODA,BANKBARODA,UNKNOWN,2024-04-01,2024-05-01
ZEEL,ZEEL,UNKNOWN,2024-04-01,2024-05-01
HCLTECH,HCLTECH,UNKNOWN,2024-04-01,2024-05-01
BEL,BEL,UNKNOWN,2024-04-01,2024-05-01
NMDC,NMDC,UNKNOWN,2024-04-01,2024-05-01
CANBK,CANBK,UNKNOWN,2024-04-01,2024-05-01
HINDPETRO,HINDPETRO,UNKNOWN,2024-04-01,2024-05-01
RVNL,RVNL,UNKNOWN,2024-04-01,2024-05-01
SJVN,SJVN,UNKNOWN,2024-04-01,2024-05-01
HINDALCO,HINDALCO,UNKNOWN,2024-04-01,2024-05-01
LICI,LICI,UNKNOWN,2024-04-01,2024-05-01
SAIL,SAIL,UNKNOWN,2024-04-01,2024-05-01
ONGC,ONGC,UNKNOWN,2024-04-01,2024-05-01
BAJAJ-AUTO,BAJAJ-AUTO,UNKNOWN,2024-04-01,2024-05-01
DLF,DLF,UNKNOWN,2024-04-01,2024-05-01
ASIANPAINT,ASIANPAINT,UNKNOWN,2024-04-01,2024-05-01
IRCON,IRCON,UNKNOWN,2024-04-01,2024-05-01
TITAN,TITAN,UNKNOWN,2024-04-01,2024-05-01
UNIONBANK,UNIONBANK,UNKNOWN,2024-04-01,2024-05-01
WIPRO,WIPRO,UNKNOWN,2024-04-01,2024-05-01
ULTRACEMCO,ULTRACEMCO,UNKNOWN,2024-04-01,2024-05-01
GAIL,GAIL,UNKNOWN,2024-04-01,2024-05-01
LIQUIDBEES,LIQUIDBEES,UNKNOWN,2024-04-01,2024-05-01
PAYTM,PAYTM,UNKNOWN,2024-04-01,2024-05-01
IBULHSGFIN,IBULHSGFIN,UNKNOWN,2024-04-01,2024-05-01
NATIONALUM,NATIONALUM,UNKNOWN,2024-04-01,2024-05-01
NHPC,NHPC,UNKNOWN,2024-04-01,2024-05-01
HEROMOTOCO,HEROMOTOCO,UNKNOWN,2024-04-01,2024-05-01
SHRIRAMFIN,SHRIRAMFIN,UNKNOWN,2024-04-01,2024-05-01
IDFCFIRSTB,IDFCFIRSTB,UNKNOWN,2024-04-01,2024-05-01
SUNPHARMA,SUNPHARMA,UNKNOWN,2024-04-01,2024-05-01
PERSISTENT,PERSISTENT,UNKNOWN,2024-04-01,2024-05-01
POLYCAB,POLYCAB,UNKNOWN,2024-04-01,2024-05-01
MCX,MCX,UNKNOWN,2024-04-01,2024-05-01
TECHM,TECHM,UNKNOWN,2024-04-01,2024-05-01
INDUSTOWER,INDUSTOWER,UNKNOWN,2024-04-01,2024-05-01
VEDL,VEDL,UNKNOWN,2024-04-01,2024-05-01
IRCTC,IRCTC,UNKNOWN,2024-04-01,2024-05-01
COCHINSHIP,COCHINSHIP,UNKNOWN,2024-04-01,2024-05-01
APOLLOHOSP,APOLLOHOSP,UNKNOWN,2024-04-01,2024-05-01
RBLBANK,RBLBANK,UNKNOWN,2024-04-01,2024-05-01
HUDCO,HUDCO,UNKNOWN,2024-04-01,2024-05-01
VBL,VBL,UNKNOWN,2024-04-01,2024-05-01
BANDHANBNK,BANDHANBNK,UNKNOWN,2024-04-01,2024-05-01
COFORGE,COFORGE,UNKNOWN,2024-04-01,2024-05-01
AUROPHARMA,AUROPHARMA,UNKNOWN,2024-04-01,2024-05-01
BANKINDIA,BANKINDIA,UNKNOWN,2024-04-01,2024-05-01
BSE,BSE,UNKNOWN,2024-04-01,2024-05-01
SWANENERGY,SWANENERGY,UNKNOWN,2024-04-01,2024-05-01
CHOLAFIN,CHOLAFIN,UNKNOWN,2024-04-01,2024-05-01
INDIGO,INDIGO,UNKNOWN,2024-04-01,2024-05-01
NBCC,NBCC,UNKNOWN,2024-04-01,2024-05-01
ASHOKLEY,ASHOKLEY,UNKNOWN,2024-04-01,2024-05-01
RAILTEL,RAILTEL,UNKNOWN,2024-04-01,2024-05-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2024-04-01,2024-05-01
DRREDDY,DRREDDY,UNKNOWN,2024-04-01,2024-05-01
HDFCLIFE,HDFCLIFE,UNKNOWN,2024-04-01,2024-05-01
EICHERMOT,EICHERMOT,UNKNOWN,2024-04-01,2024-05-01
LTIM,LTIM,UNKNOWN,2024-04-01,2024-05-01
HINDCOPPER,HINDCOPPER,UNKNOWN,2024-04-01,2024-05-01
CIPLA,CIPLA,UNKNOWN,2024-04-01,2024-05-01
DIXON,DIXON,UNKNOWN,2024-04-01,2024-05-01
MAZDOCK,MAZDOCK,UNKNOWN,2024-04-01,2024-05-01
NESTLEIND,NESTLEIND,UNKNOWN,2024-04-01,2024-05-01
HDFCBANK,HDFCBANK,UNKNOWN,2024-05-01,2024-06-01
ICICIBANK,ICICIBANK,UNKNOWN,2024-05-01,2024-06-01
RELIANCE,RELIANCE,UNKNOWN,2024-05-01,2024-06-01
SBIN,SBIN,UNKNOWN,2024-05-01,2024-06-01
AXISBANK,AXISBANK,UNKNOWN,2024-05-01,2024-06-01
INFY,INFY,UNKNOWN,2024-05-01,2024-06-01
BAJFINANCE,BAJFINANCE,UNKNOWN,2024-05-01,2024-06-01
TATAMOTORS,TATAMOTORS,UNKNOWN,2024-05-01,2024-06-01
TCS,TCS,UNKNOWN,2024-05-01,2024-06-01
KOTAKBANK,KOTAKBANK,UNKNOWN,2024-05-01,2024-06-01
ZOMATO,ZOMATO,UNKNOWN,2024-05-01,2024-06-01
IRFC,IRFC,UNKNOWN,2024-05-01,2024-06-01
LT,LT,UNKNOWN,2024-05-01,2024-06-01
JIOFIN,JIOFIN,UNKNOWN,2024-05-01,2024-06-01
MARUTI,MARUTI,UNKNOWN,2024-05-01,2024-06-01
YESBANK,YESBANK,UNKNOWN,2024-05-01,2024-06-01
TATAPOWER,TATAPOWER,UNKNOWN,2024-05-01,2024-06-01
BHARTIARTL,BHARTIARTL,UNKNOWN,2024-05-01,2024-06-01
BHEL,BHEL,UNKNOWN,2024-05-01,2024-06-01
TATASTEEL,TATASTEEL,UNKNOWN,2024-05-01,2024-06-01
PNB,PNB,UNKNOWN,2024-05-01,2024-06-01
ITC,ITC,UNKNOWN,2024-05-01,2024-06-01
ADANIENT,ADANIENT,UNKNOWN,2024-05-01,2024-06-01
HAL,HAL,UNKNOWN,2024-05-01,2024-06-01
RECLTD,RECLTD,UNKNOWN,2024-05-01,2024-06-01
PFC,PFC,UNKNOWN,2024-05-01,2024-06-01
IDEA,IDEA,UNKNOWN,2024-05-01,2024-06-01
NTPC,NTPC,UNKNOWN,2024-05-01,2024-06-01
M&M,M&M,UNKNOWN,2024-05-01,2024-06-01
COALINDIA,COALINDIA,UNKNOWN,2024-05-01,2024-06-01
NHPC,NHPC,UNKNOWN,2024-05-01,2024-06-01
SAIL,SAIL,UNKNOWN,2024-05-01,2024-06-01
POWERGRID,POWERGRID,UNKNOWN,2024-05-01,2024-06-01
INDUSINDBK,INDUSINDBK,UNKNOWN,2024-05-01,2024-06-01
ADANIPORTS,ADANIPORTS,UNKNOWN,2024-05-01,2024-06-01
BPCL,BPCL,UNKNOWN,2024-05-01,2024-06-01
BEL,BEL,UNKNOWN,2024-05-01,2024-06-01
IOC,IOC,UNKNOWN,2024-05-01,2024-06-01
HINDUNILVR,HINDUNILVR,UNKNOWN,2024-05-01,2024-06-01
BANKBARODA,BANKBARODA,UNKNOWN,2024-05-01,2024-06-01
HCLTECH,HCLTECH,UNKNOWN,2024-05-01,2024-06-01
ZEEL,ZEEL,UNKNOWN,2024-05-01,2024-06-01
ONGC,ONGC,UNKNOWN,2024-05-01,2024-06-01
NMDC,NMDC,UNKNOWN,2024-05-01,2024-06-01
NATIONALUM,NATIONALUM,UNKNOWN,2024-05-01,2024-06-01
RVNL,RVNL,UNKNOWN,2024-05-01,2024-06-01
HINDPETRO,HINDPETRO,UNKNOWN,2024-05-01,2024-06-01
LICI,LICI,UNKNOWN,2024-05-01,2024-06-01
INDUSTOWER,INDUSTOWER,UNKNOWN,2024-05-01,2024-06-01
CANBK,CANBK,UNKNOWN,2024-05-01,2024-06-01
BAJAJ-AUTO,BAJAJ-AUTO,UNKNOWN,2024-05-01,2024-06-01
GAIL,GAIL,UNKNOWN,2024-05-01,2024-06-01
HINDALCO,HINDALCO,UNKNOWN,2024-05-01,2024-06-01
SJVN,SJVN,UNKNOWN,2024-05-01,2024-06-01
DLF,DLF,UNKNOWN,2024-05-01,2024-06-01
ULTRACEMCO,ULTRACEMCO,UNKNOWN,2024-05-01,2024-06-01
HINDCOPPER,HINDCOPPER,UNKNOWN,2024-05-01,2024-06-01
WIPRO,WIPRO,UNKNOWN,2024-05-01,2024-06-01
LIQUIDBEES,LIQUIDBEES,UNKNOWN,2024-05-01,2024-06-01
IRCON,IRCON,UNKNOWN,2024-05-01,2024-06-01
TITAN,TITAN,UNKNOWN,2024-05-01,2024-06-01
IRCTC,IRCTC,UNKNOWN,2024-05-01,2024-06-01
ASIANPAINT,ASIANPAINT,UNKNOWN,2024-05-01,2024-06-01
HEROMOTOCO,HEROMOTOCO,UNKNOWN,2024-05-01,2024-06-01
SUNPHARMA,SUNPHARMA,UNKNOWN,2024-05-01,2024-06-01
VEDL,VEDL,UNKNOWN,2024-05-01,2024-06-01
COCHINSHIP,COCHINSHIP,UNKNOWN,2024-05-01,2024-06-01
UNIONBANK,UNIONBANK,UNKNOWN,2024-05-01,2024-06-01
HUDCO,HUDCO,UNKNOWN,2024-05-01,2024-06-01
IDFCFIRSTB,IDFCFIRSTB,UNKNOWN,2024-05-01,2024-06-01
APOLLOHOSP,APOLLOHOSP,UNKNOWN,2024-05-01,2024-06-01
SHRIRAMFIN,SHRIRAMFIN,UNKNOWN,2024-05-01,2024-06-01
MCX,MCX,UNKNOWN,2024-05-01,2024-06-01
ATGL,ATGL,UNKNOWN,2024-05-01,2024-06-01
TECHM,TECHM,UNKNOWN,2024-05-01,2024-06-01
ADANIENSOL,ADANIENSOL,UNKNOWN,2024-05-01,2024-06-01
EICHERMOT,EICHERMOT,UNKNOWN,2024-05-01,2024-06-01
PERSISTENT,PERSISTENT,UNKNOWN,2024-05-01,2024-06-01
BANKINDIA,BANKINDIA,UNKNOWN,2024-05-01,2024-06-01
BANDHANBNK,BANDHANBNK,UNKNOWN,2024-05-01,2024-06-01
INDIGO,INDIGO,UNKNOWN,2024-05-01,2024-06-01
VBL,VBL,UNKNOWN,2024-05-01,2024-06-01
ASHOKLEY,ASHOKLEY,UNKNOWN,2024-05-01,2024-06-01
HDFCLIFE,HDFCLIFE,UNKNOWN,2024-05-01,2024-06-01
IBULHSGFIN,IBULHSGFIN,UNKNOWN,2024-05-01,2024-06-01
PAYTM,PAYTM,UNKNOWN,2024-05-01,2024-06-01
RBLBANK,RBLBANK,UNKNOWN,2024-05-01,2024-06-01
TRENT,TRENT,UNKNOWN,2024-05-01,2024-06-01
LTIM,LTIM,UNKNOWN,2024-05-01,2024-06-01
POLYCAB,POLYCAB,UNKNOWN,2024-05-01,2024-06-01
BSE,BSE,UNKNOWN,2024-05-01,2024-06-01
GMRINFRA,GMRINFRA,UNKNOWN,2024-05-01,2024-06-01
AUROPHARMA,AUROPHARMA,UNKNOWN,2024-05-01,2024-06-01
OIL,OIL,UNKNOWN,2024-05-01,2024-06-01
COFORGE,COFORGE,UNKNOWN,2024-05-01,2024-06-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2024-05-01,2024-06-01
DIXON,DIXON,UNKNOWN,2024-05-01,2024-06-01
MAZDOCK,MAZDOCK,UNKNOWN,2024-05-01,2024-06-01
RAILTEL,RAILTEL,UNKNOWN,2024-05-01,2024-06-01
NESTLEIND,NESTLEIND,UNKNOWN,2024-05-01,2024-06-01
HDFCBANK,HDFCBANK,UNKNOWN,2024-06-01,2024-07-01
ICICIBANK,ICICIBANK,UNKNOWN,2024-06-01,2024-07-01
RELIANCE,RELIANCE,UNKNOWN,2024-06-01,2024-07-01
SBIN,SBIN,UNKNOWN,2024-06-01,2024-07-01
AXISBANK,AXISBANK,UNKNOWN,2024-06-01,2024-07-01
INFY,INFY,UNKNOWN,2024-06-01,2024-07-01
TATAMOTORS,TATAMOTORS,UNKNOWN,2024-06-01,2024-07-01
KOTAKBANK,KOTAKBANK,UNKNOWN,2024-06-01,2024-07-01
TCS,TCS,UNKNOWN,2024-06-01,2024-07-01
BAJFINANCE,BAJFINANCE,UNKNOWN,2024-06-01,2024-07-01
IRFC,IRFC,UNKNOWN,2024-06-01,2024-07-01
LT,LT,UNKNOWN,2024-06-01,2024-07-01
JIOFIN,JIOFIN,UNKNOWN,2024-06-01,2024-07-01
ZOMATO,ZOMATO,UNKNOWN,2024-06-01,2024-07-01
NHPC,NHPC,UNKNOWN,2024-06-01,2024-07-01
TATASTEEL,TATASTEEL,UNKNOWN,2024-06-01,2024-07-01
BHARTIARTL,BHARTIARTL,UNKNOWN,2024-06-01,2024-07-01
TATAPOWER,TATAPOWER,UNKNOWN,2024-06-01,2024-07-01
BHEL,BHEL,UNKNOWN,2024-06-01,2024-07-01
MARUTI,MARUTI,UNKNOWN,2024-06-01,2024-07-01
YESBANK,YESBANK,UNKNOWN,2024-06-01,2024-07-01
HAL,HAL,UNKNOWN,2024-06-01,2024-07-01
PNB,PNB,UNKNOWN,2024-06-01,2024-07-01
IDEA,IDEA,UNKNOWN,2024-06-01,2024-07-01
RECLTD,RECLTD,UNKNOWN,2024-06-01,2024-07-01
ADANIENT,ADANIENT,UNKNOWN,2024-06-01,2024-07-01
ITC,ITC,UNKNOWN,2024-06-01,2024-07-01
PFC,PFC,UNKNOWN,2024-06-01,2024-07-01
M&M,M&M,UNKNOWN,2024-06-01,2024-07-01
POWERGRID,POWERGRID,UNKNOWN,2024-06-01,2024-07-01
COALINDIA,COALINDIA,UNKNOWN,2024-06-01,2024-07-01
BEL,BEL,UNKNOWN,2024-06-01,2024-07-01
NTPC,NTPC,UNKNOWN,2024-06-01,2024-07-01
ADANIPORTS,ADANIPORTS,UNKNOWN,2024-06-01,2024-07-01
SAIL,SAIL,UNKNOWN,2024-06-01,2024-07-01
BPCL,BPCL,UNKNOWN,2024-06-01,2024-07-01
IREDA,IREDA,UNKNOWN,2024-06-01,2024-07-01
INDUSINDBK,INDUSINDBK,UNKNOWN,2024-06-01,2024-07-01
ONGC,ONGC,UNKNOWN,2024-06-01,2024-07-01
HCLTECH,HCLTECH,UNKNOWN,2024-06-01,2024-07-01
HINDUNILVR,HINDUNILVR,UNKNOWN,2024-06-01,2024-07-01
BANKBARODA,BANKBARODA,UNKNOWN,2024-06-01,2024-07-01
CANBK,CANBK,UNKNOWN,2024-06-01,2024-07-01
IOC,IOC,UNKNOWN,2024-06-01,2024-07-01
HINDALCO,HINDALCO,UNKNOWN,2024-06-01,2024-07-01
NATIONALUM,NATIONALUM,UNKNOWN,2024-06-01,2024-07-01
RVNL,RVNL,UNKNOWN,2024-06-01,2024-07-01
HINDCOPPER,HINDCOPPER,UNKNOWN,2024-06-01,2024-07-01
GAIL,GAIL,UNKNOWN,2024-06-01,2024-07-01
ZEEL,ZEEL,UNKNOWN,2024-06-01,2024-07-01
NMDC,NMDC,UNKNOWN,2024-06-01,2024-07-01
BAJAJ-AUTO,BAJAJ-AUTO,UNKNOWN,2024-06-01,2024-07-01
HINDPETRO,HINDPETRO,UNKNOWN,2024-06-01,2024-07-01
INDUSTOWER,INDUSTOWER,UNKNOWN,2024-06-01,2024-07-01
LICI,LICI,UNKNOWN,2024-06-01,2024-07-01
HUDCO,HUDCO,UNKNOWN,2024-06-01,2024-07-01
DLF,DLF,UNKNOWN,2024-06-01,2024-07-01
VEDL,VEDL,UNKNOWN,2024-06-01,2024-07-01
ULTRACEMCO,ULTRACEMCO,UNKNOWN,2024-06-01,2024-07-01
ASIANPAINT,ASIANPAINT,UNKNOWN,2024-06-01,2024-07-01
WIPRO,WIPRO,UNKNOWN,2024-06-01,2024-07-01
IRCTC,IRCTC,UNKNOWN,2024-06-01,2024-07-01
SUNPHARMA,SUNPHARMA,UNKNOWN,2024-06-01,2024-07-01
SJVN,SJVN,UNKNOWN,2024-06-01,2024-07-01
COCHINSHIP,COCHINSHIP,UNKNOWN,2024-06-01,2024-07-01
LIQUIDBEES,LIQUIDBEES,UNKNOWN,2024-06-01,2024-07-01
IRCON,IRCON,UNKNOWN,2024-06-01,2024-07-01
TITAN,TITAN,UNKNOWN,2024-06-01,2024-07-01
HEROMOTOCO,HEROMOTOCO,UNKNOWN,2024-06-01,2024-07-01
SHRIRAMFIN,SHRIRAMFIN,UNKNOWN,2024-06-01,2024-07-01
UNIONBANK,UNIONBANK,UNKNOWN,2024-06-01,2024-07-01
IDFCFIRSTB,IDFCFIRSTB,UNKNOWN,2024-06-01,2024-07-01
APOLLOHOSP,APOLLOHOSP,UNKNOWN,2024-06-01,2024-07-01
INDIGO,INDIGO,UNKNOWN,2024-06-01,2024-07-01
EICHERMOT,EICHERMOT,UNKNOWN,2024-06-01,2024-07-01
OIL,OIL,UNKNOWN,2024-06-01,2024-07-01
GMRINFRA,GMRINFRA,UNKNOWN,2024-06-01,2024-07-01
ADANIENSOL,ADANIENSOL,UNKNOWN,2024-06-01,2024-07-01
TECHM,TECHM,UNKNOWN,2024-06-01,2024-07-01
ATGL,ATGL,UNKNOWN,2024-06-01,2024-07-01
TRENT,TRENT,UNKNOWN,2024-06-01,2024-07-01
HDFCLIFE,HDFCLIFE,UNKNOWN,2024-06-01,2024-07-01
ASHOKLEY,ASHOKLEY,UNKNOWN,2024-06-01,2024-07-01
VBL,VBL,UNKNOWN,2024-06-01,2024-07-01
BANKINDIA,BANKINDIA,UNKNOWN,2024-06-01,2024-07-01
BANDHANBNK,BANDHANBNK,UNKNOWN,2024-06-01,2024-07-01
DIXON,DIXON,UNKNOWN,2024-06-01,2024-07-01
COFORGE,COFORGE,UNKNOWN,2024-06-01,2024-07-01
MAZDOCK,MAZDOCK,UNKNOWN,2024-06-01,2024-07-01
POLYCAB,POLYCAB,UNKNOWN,2024-06-01,2024-07-01
CIPLA,CIPLA,UNKNOWN,2024-06-01,2024-07-01
LTIM,LTIM,UNKNOWN,2024-06-01,2024-07-01
RBLBANK,RBLBANK,UNKNOWN,2024-06-01,2024-07-01
HFCL,HFCL,UNKNOWN,2024-06-01,2024-07-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2024-06-01,2024-07-01
IBULHSGFIN,IBULHSGFIN,UNKNOWN,2024-06-01,2024-07-01
DRREDDY,DRREDDY,UNKNOWN,2024-06-01,2024-07-01
NESTLEIND,NESTLEIND,UNKNOWN,2024-06-01,2024-07-01
AUROPHARMA,AUROPHARMA,UNKNOWN,2024-06-01,2024-07-01
NBCC,NBCC,UNKNOWN,2024-06-01,2024-07-01
HDFCBANK,HDFCBANK,UNKNOWN,2024-07-01,2024-08-01
ICICIBANK,ICICIBANK,UNKNOWN,2024-07-01,2024-08-01
RELIANCE,RELIANCE,UNKNOWN,2024-07-01,2024-08-01
SBIN,SBIN,UNKNOWN,2024-07-01,2024-08-01
INFY,INFY,UNKNOWN,2024-07-01,2024-08-01
AXISBANK,AXISBANK,UNKNOWN,2024-07-01,2024-08-01
TATAMOTORS,TATAMOTORS,UNKNOWN,2024-07-01,2024-08-01
KOTAKBANK,KOTAKBANK,UNKNOWN,2024-07-01,2024-08-01
LT,LT,UNKNOWN,2024-07-01,2024-08-01
IDEA,IDEA,UNKNOWN,2024-07-01,2024-08-01
JIOFIN,JIOFIN,UNKNOWN,2024-07-01,2024-08-01
TCS,TCS,UNKNOWN,2024-07-01,2024-08-01
NHPC,NHPC,UNKNOWN,2024-07-01,2024-08-01
BAJFINANCE,BAJFINANCE,UNKNOWN,2024-07-01,2024-08-01
IRFC,IRFC,UNKNOWN,2024-07-01,2024-08-01
ZOMATO,ZOMATO,UNKNOWN,2024-07-01,2024-08-01
BHARTIARTL,BHARTIARTL,UNKNOWN,2024-07-01,2024-08-01
TATASTEEL,TATASTEEL,UNKNOWN,2024-07-01,2024-08-01
BHEL,BHEL,UNKNOWN,2024-07-01,2024-08-01
HAL,HAL,UNKNOWN,2024-07-01,2024-08-01
TATAPOWER,TATAPOWER,UNKNOWN,2024-07-01,2024-08-01
MARUTI,MARUTI,UNKNOWN,2024-07-01,2024-08-01
M&M,M&M,UNKNOWN,2024-07-01,2024-08-01
RECLTD,RECLTD,UNKNOWN,2024-07-01,2024-08-01
PNB,PNB,UNKNOWN,2024-07-01,2024-08-01
PFC,PFC,UNKNOWN,2024-07-01,2024-08-01
ITC,ITC,UNKNOWN,2024-07-01,2024-08-01
ADANIENT,ADANIENT,UNKNOWN,2024-07-01,2024-08-01
BEL,BEL,UNKNOWN,2024-07-01,2024-08-01
YESBANK,YESBANK,UNKNOWN,2024-07-01,2024-08-01
POWERGRID,POWERGRID,UNKNOWN,2024-07-01,2024-08-01
RVNL,RVNL,UNKNOWN,2024-07-01,2024-08-01
NTPC,NTPC,UNKNOWN,2024-07-01,2024-08-01
COALINDIA,COALINDIA,UNKNOWN,2024-07-01,2024-08-01
INDUSINDBK,INDUSINDBK,UNKNOWN,2024-07-01,2024-08-01
BPCL,BPCL,UNKNOWN,2024-07-01,2024-08-01
ADANIPORTS,ADANIPORTS,UNKNOWN,2024-07-01,2024-08-01
SAIL,SAIL,UNKNOWN,2024-07-01,2024-08-01
ONGC,ONGC,UNKNOWN,2024-07-01,2024-08-01
HCLTECH,HCLTECH,UNKNOWN,2024-07-01,2024-08-01
CANBK,CANBK,UNKNOWN,2024-07-01,2024-08-01
INDUSTOWER,INDUSTOWER,UNKNOWN,2024-07-01,2024-08-01
HINDUNILVR,HINDUNILVR,UNKNOWN,2024-07-01,2024-08-01
BANKBARODA,BANKBARODA,UNKNOWN,2024-07-01,2024-08-01
HINDALCO,HINDALCO,UNKNOWN,2024-07-01,2024-08-01
IOC,IOC,UNKNOWN,2024-07-01,2024-08-01
IREDA,IREDA,UNKNOWN,2024-07-01,2024-08-01
GAIL,GAIL,UNKNOWN,2024-07-01,2024-08-01
VEDL,VEDL,UNKNOWN,2024-07-01,2024-08-01
HUDCO,HUDCO,UNKNOWN,2024-07-01,2024-08-01
NATIONALUM,NATIONALUM,UNKNOWN,2024-07-01,2024-08-01
BAJAJ-AUTO,BAJAJ-AUTO,UNKNOWN,2024-07-01,2024-08-01
COCHINSHIP,COCHINSHIP,UNKNOWN,2024-07-01,2024-08-01
NMDC,NMDC,UNKNOWN,2024-07-01,2024-08-01
HINDPETRO,HINDPETRO,UNKNOWN,2024-07-01,2024-08-01
TITAN,TITAN,UNKNOWN,2024-07-01,2024-08-01
DLF,DLF,UNKNOWN,2024-07-01,2024-08-01
SUNPHARMA,SUNPHARMA,UNKNOWN,2024-07-01,2024-08-01
LIQUIDBEES,LIQUIDBEES,UNKNOWN,2024-07-01,2024-08-01
HINDCOPPER,HINDCOPPER,UNKNOWN,2024-07-01,2024-08-01
LICI,LICI,UNKNOWN,2024-07-01,2024-08-01
INDIGO,INDIGO,UNKNOWN,2024-07-01,2024-08-01
ASIANPAINT,ASIANPAINT,UNKNOWN,2024-07-01,2024-08-01
ULTRACEMCO,ULTRACEMCO,UNKNOWN,2024-07-01,2024-08-01
WIPRO,WIPRO,UNKNOWN,2024-07-01,2024-08-01
ZEEL,ZEEL,UNKNOWN,2024-07-01,2024-08-01
HEROMOTOCO,HEROMOTOCO,UNKNOWN,2024-07-01,2024-08-01
